Movie Title,Ratinng,genre,act,Plot
Mickey Virus,6.1,"Comedy, Thriller","Manish Paul, Dean Alexandrou, Elli Avrram, V.M. Badola, Varun Badola, Manish Chaudhari, Devender Chaudhry, Hemant K. Dixit, Nareesh Gosalin, Aditi Gupta, Puja Gupta, Raghav Gupta, Faizan Hussain, Raghav Kakkar, Raghav Raj Kakker, Himanshu Kohli, Nitesh Kumar, Ranjan Kumar","hacking, suspense"
What's Your Raashee?,4.8,"Comedy, Drama, Romance","Harman Baweja, Priyanka Chopra Jonas, Anjan Srivastav, Manju Singh, Dilip Joshi, Ajeeta Kulkarni, V.M. Badola, Darshan Jariwala, Bhairavi Vaidya, Geeta Tyagi, Rajesh Vivek, Yuri Suri, Dayashankar Pandey, Marcell Dsouza, Pratik Dixit, Gautam Saugat, Bhim Vakani, Bharti Shah","zodiac, henchman, family relationships, businesswoman, debt, solar system, wedding, mistress, bilingual, blackmail, prank, palatial estate, statue, horse, village, doctor, goat, stage, dinner theater, reincarnation, infidelity, chess, stenographer, whip, prenuptial agreement, private investigator, bubble gum, group dance, breakdancing, song, guitar, drinking with a straw, crying, drinking straw, snorting, reference to tom and jerry, reference to tom cruise, dating, frisk, loan shark, false pretext, chicago illinois, computer, astrologer, mumbai india, question mark in title, apostrophe in title, question in title, punctuation in title, title spoken by character"
Bade Miyan Chote Miyan,5.8,"Action, Comedy, Musical","Amitabh Bachchan, Govinda, Raveena Tandon, Ramya Krishnan, Anupam Kher, Paresh Rawal, Satish Kaushik, Sharat Saxena, Madhuri Dixit, Rakesh Bedi, Sushma Seth, Divya Dutta, Govardhan Asrani, Mahavir Shah, Avtar Gill, Javed Khan Amrohi, Ghanshyam Rohera, Shehzad Khan","police, police station, police inspector, prison cell, diamond, policeman, lie, thief, breaking the fourth wall, witness protection, undercover operation, undercover in prison, train, train robbery, telephone, telephone booth, tall tale, suitcase, police commissioner, murder, witness to a murder, movie actress, mistaken identity, jewelry store, jail break, identical twins, hidden camera, filming, falling off a roof, doppelganger, diamond theft, actor playing multiple roles"
Munna Michael,3.4,"Action, Drama, Music","Tiger Shroff, Nidhhi Agerwal, Nawazuddin Siddiqui, Nithish, Sahil Anand, Priyanka Arya, Joy Badlani, Rosie Baglee, Rk Rakesh Boro, Tsumugi Vidal Cáceres, Roselin Sonia Gomes, Tanuj Kewalramani, Farah Khan, Sudesh Lehri, Amit Lekhwani, Siddharth Nigam, Chetna Pande, Umair Patel","gangster, fistfight, dancing, brawl, martial arts, face slap, dancer, one against many, tough guy, hand to hand combat, roundhouse kick, somersault, character name in title"
Sharaabi,7.3,"Comedy, Drama, Romance","Amitabh Bachchan, Ranjeet Bedi, Bharat Bhushan, C.S. Dubey, Rajan Haksar, A.K. Hangal, Dinesh Hingoo, Jankidas, Pinchoo Kapoor, Satyendra Kapoor, Viju Khote, Mukri, Suresh Oberoi, Deepak Parashar, Smita Patil, Jaya Prada, Om Prakash, Pran Sikand","police officer, wealth, alcohol, comedic fight, bar fight, breaking the fourth wall, poetry, bar, neglectful father, workaholic, businessman, empty bottle, resentment, rich man poor woman, class differences, catfight, drunkenness, drinking, father son conflict, father son relationship, alcoholic, alcoholism, title spoken by character, talking to oneself, death, orphan, flashback, private jet, white suit, slum, bus stop, widower, home schooling, love, drink, handkerchief, asking for directions, thief, knife, board meeting, benevolence, kindness, office, mustache, caretaker, one word title"
Photograph,6.8,"Drama, Romance","Nawazuddin Siddiqui, Sanya Malhotra, Sachin Khedekar, Denzil Smith, Brinda Trivedi, Lubna Salim, Rajesh Kumar Sharma, Shihaan Bakshi, Akash Sinha, Seema Pravin Shende, Robin Das, Bhagwan Das Patel, Ashok Pathak, Amarjeet Singh, Saharsh Kumar Shukla, Shreedhar Dubey, Geetanjali Kulkarni, Akash Dhar",photographer
Freaky Ali,4.9,"Comedy, Sport","Nawazuddin Siddiqui, Arbaaz Khan, Amy Jackson, Asif Basra, Seema Biswas, Nikitin Dheer, Paresh Ganatra, Jas Arora, Akash Agrawal, Rajesh Aher, Amarnath, Habib Azmi, Pradeep Choudhary, Sneha Garud, Deh Nilesh Ghodasara, Alam Khan, Irfan Khan, Javed Khan","golf, golf player, reference to sachin tendulkar, snobbery, underdog"
Mastizaade,2.4,Comedy,"Tusshar Kapoor, Vir Das, Sunny Leone, Govardhan Asrani, Shaad Randhawa, Suresh Menon, Sushmita Mukherjee, Riteish Deshmukh, Harshada Kulkarni, Rina Charaniya, Vivek Vaswani, Karan Dewani, Kurush Deboo, Munish Makhija, Audrey D'Sylva, Bhavna Karekar, Annapurna Bhairi, Jehangir Karkaria","male objectification, female objectification, erotica, erotic comedy, sex addict, sex addiction, slow motion scene, bare chested male, female wears a swimsuit, horniness, sexual attraction, addict, addiction, therapy, alcoholic, female alcoholic, back from the dead, dead body, beach, blindfold, blindfolded, shooting, dance scene, musical scene, gay stereotype, gay, gay character, effeminate man, undressing someone, gay interest, framed photograph, sleeping shirtless, bottle broken over head, erection, barefoot male, coin, awkward situation, man wears flip flops, man wears eyeglasses, man wears sunglasses, woman wears eyeglasses, indian sex comedy, parody, sex guru, cult, pool scene, swimming pool, bikini, pink bikini, implied nudity, female nudity, bare back, woman in towel, towel pulled off, shower curtain, classical hindu dance, bollywood dance, male sex addict, awkward erection, spontaneous erection, female sex addict, car wash"
Sonchiriya,7.9,"Action, Crime, Drama","Sushant Singh Rajput, Bhumi Pednekar, Ashutosh Rana, Ranvir Shorey, Manoj Bajpayee, Khushiya, Ram Naresh Diwakar, Mahesh Balraj, Gagandev Riar, Harish Khanna, Shreedhar Dubey, Sampa Mandal, Dev Chauhan, Jatin Sarna, Vijay Kumar, Kumar Jadye, Vijay Kumar Dogra, Mukesh Gour","phoolandevi character, gang, shotgun, murder, shootout, shoot to kill, curse, dead snake, guilt, police, police van, flashback, violence, blood, revenge, father son relationship, mother son relationship, shot to death, shot in the chest, machine gun, wedding, hospital, one word title, self sacrifice, attack, explosion, boat, atonement, bandit, policeman, character name in title, title spoken by character"
Thackeray,5.3,"Biography, Drama","Nawazuddin Siddiqui, Amrita Rao, Radha Sagar, Sanjay Narvekar, Prakash Belawadi, Nikhil Mahajan, Vineet Sharma, Micky Makhija, Pradeep Velankar, Rajesh Khera, Jaywant Wadkar, Nilesh Divekar, Rajgopal Iyer, Niranjan Javir, Satish Alekar, Resh Lamba, Ashok Lokhande, Abdul Quadir Amin","marathi, hero of the people, politician, politics"
Ragini MMS,5.1,"Drama, Horror, Mystery","Kainaz Motivala, Rajkummar Rao, Rajat Kaul, Janice, Shernaza, Mangala Ahire, Vinod Rawat, Harshraj Shroff, Christy Philips, M. Ravichandran Thevar, S. Ramachandran, Gaurav Sharma","supernatural power, psychotronic film, camera, voyeurism, ghost, long take, cabin, point of view shot, based on true story"
Lucknow Central,6.2,"Action, Crime, Drama","Farhan Akhtar, Abhinay Raj Singh, Diana Penty, Inaamulhaq, Ronit Roy, Gippy Grewal, Deepak Dobriyal, Rajesh Sharma, Naushaad Abbas, Sanjay Bhatia, Samridhi Dewan, Vineet Gill, Tareeq Ahmed Khan, Ravi Kishan, Yash Kumar, Sukh Kunwar, Tiwari Nirmal, Alok Pandey",musician
Dosti: Friends Forever,5.3,"Drama, Romance","Akshay Kumar, Bobby Deol, Kareena Kapoor, Lara Dutta, Juhi Chawla, Shakti Kapoor, Kiran Kumar, Mahesh Thakur, Lillete Dubey, Navni Parihar, Aman Verma, Dolly Bindra, Sherlyn Chopra, Karishma Tanna, Deepak Kumar Verma, Kaneez Surka",sorry
Shaan,7.0,"Action, Adventure, Crime","Sunil Dutt, Shashi Kapoor, Amitabh Bachchan, Shatrughan Sinha, Rakhee Gulzar, Parveen Babi, Bindiya Goswami, Johnny Walker, Kulbhushan Kharbanda, Mazhar Khan, Helen, Bindu Desai, Padmini Kapila, Sujit Kumar, Harbans Darshan M. Arora, Tyrone Aviet, Bulbul, Gerry Crampton","no brakes, gagged, murder of a police officer, underwater scene, police, island, police officer, arrest, crocodile, circus, car falling off a cliff, widow, loss of husband, ferris wheel, violence, martial arts, karate, flashback, brother brother relationship, baldness, shot in the hand, shootout, rifle, revolver, restaurant, nerve gas, knife, held at gunpoint, gas mask, flirting, fighting, farm, exploding chair, escape, double decker bus, blood, barn, vengeance, traitor, theft, super villain, straight razor, stolen car, shot to death, shot in the stomach, shot in the back, shot in the arm, shot from the air, sea, prison cell, necklace, merry go round, kidnapping, jumping through a window, jumping into water, jumping from height, informant, hotel, falling into water, exploding warehouse, dog attack, disguise, destruction, deception, handicapped, corpse, control room, con man, con artist, circus artist, chase, car in water, car in a swimming pool, bubble gum, broken bottle, bar, barbershop, bald man, attempted murder, attack dog, amputee, villain, underwater fight, sniper rifle, sharpshooter, secret base, revenge, organized crime, murder, loss of wife, loss of brother, helicopter, good versus evil, explosion, exploding car, car chase, assassination attempt, ambush"
Running Shaadi,6.5,"Comedy, Romance","Arsh Bajwa, Taapsee Pannu, Richa Meena, Amit Sadh, Inder Pal Singh, Brijendra Kala, Aakash Arora, Kirron Arya, Saahir Banwait, Arvinder Bhatti, Aman Kaur Dheer, Shikha Malhotra, Neeta Mohindra, Prakriti Nautiyal, Gyan Ranjan, Abhishek Sharma, Pratyush Uday",escape
Taarzan: The Wonder Car,4.6,"Action, Fantasy, Thriller","Vatsal Seth, Ayesha Takia, Ajay Devgn, Farida Jalal, Pankaj Dheer, Sadashiv Amrapurkar, Shakti Kapoor, Mukesh Tiwari, Amrish Puri, Gulshan Grover, Rajpal Naurang Yadav, Deepak Shirke, Harry Josh, Sikandar Kharbanda, Anil Nagrath, Amrit Patel, Sumeet Pathak, Yagya Saxena",sorry
Namaste England,2.0,"Comedy, Drama, Romance","Arjun Kapoor, Parineeti Chopra, Satish Kaushik, Anjum Batra, Hani Yadav, Atul Sharma, Manoj Anand, Khatija Iqbal, Aditya Seal, Hiten Patel, Deependra Singh, Shreya Mehta, Rene Costa, Raj Awasti, Joakim Skarli, Bharat Mistri, Anil Charanjeett, Alankrita Sahai",couple
One Two Three,5.3,"Comedy, Crime","Tusshar Kapoor, Suniel Shetty, Paresh Rawal, Esha Deol, Nitu Chandra, Sameera Reddy, Upen Patel, Tanishaa Mukerji, Mukesh Tiwari, Sanjay Mishra, Vrajesh Hirjee, Manoj Pahwa, Murli Sharma, Ashwin Mushran, Irrfan Khan, Usha Nadkarni, Rohitash Gaud, Banwari Lal Jhol","man wears eyeglasses, gangster, lingerie, mistaken identity, confusion, salesman, bag, bomb, underwear, hitman"
Rann,6.9,"Drama, Mystery, Thriller","Amitabh Bachchan, Riteish Deshmukh, Gul Panag, Paresh Rawal, Sudeep, Nitu Chandra, Mohnish Bahl, Rajat Kapoor, Rajpal Naurang Yadav, Suchitra Krishnamoorthi, Neena Kulkarni, Simone Singh, K.K. Raina, Ikhlaque Khan, Pushpa D'Souza, Rahul Pendkalkar, Anuj Tikku, Debashish Mitra","truth, media, one word title"
The Stoneman Murders,5.7,Thriller,"Swastika Mukherjee, Rajatabha Dutta, Rupankar Bagchi, Jit Das",sorry
Murder 3,4.9,"Drama, Mystery, Thriller","Randeep Hooda, Aditi Rao Hydari, Ebadat Akram Dunia, Sara Loren, Rajesh Shringarpure, Karla Singh",sorry
Bank Chor,5.9,"Action, Comedy, Crime","Riteish Deshmukh, Vivek Oberoi, Rhea Chakraborty, Sahil Vaid, Bhuvan Arora, Vikram Thapa, Vikram Gokhale, Upendra Limaye, Naveen Kaushik, Sandesh Kulkarni, Baba Sehgal, Ramakant Dayma, Harpal Singh Sokhi, Suresh Venkat, R. Balasubramaniam, Hemant Soni, Kavesh Majmudar, Pradeep Shukla",bank
Thoda Pyaar Thoda Magic,4.9,"Comedy, Drama, Family","Saif Ali Khan, Rani Mukerji, Rishi Kapoor, Akshat Chopra, Shriya Sharma, Rachit Sidana, Ayushi Burman, Ameesha Patel, Sharat Saxena, Mahesh Thakur, Razak Khan, Taraana Raja, Yash Belani, Jyoti Gauba, Rushita Pandya, Danish Aslam, Asfaque Usmani, Joita Mitra","children, orphan, angel, award, magic, nanny, flying broom, janitor, weightlessness, saturn, spaceship, reference to mahatma gandhi, dinosaur, tennis, dancing, wink, birthday, telescope, suspended by one foot, tarantula, rainbow, dolphin, prayer, pizza, dinner, superman costume, reference to adolf hitler, walkie talkie, butler, rifle, slipper, toilet, paparazzi, breaking the fourth wall, ink, roller skate, bicycle, brake failure, sabotage, dog, guinea pig, bilingual, media coverage, reporter, betting pool, astrologer, cell phone, crying boy, orphanage, custody, swimming pool, bikini, loss of parents, car crash, court, revenge, love, death of father, death of mother"
Honeymoon Travels Pvt. Ltd.,6.1,"Comedy, Drama, Romance","Abhay Deol, Minissha Lamba, Boman Irani, Shabana Azmi, Kay Kay Menon, Raima Sen, Ameesha Patel, Karan Khanna, Sandhya Mridul, Vikram Chatwal, Darshan Jariwala, Naved Aslam, Dia Mirza, Arjun Rampal, Ranvir Shorey, Suzanne Bernert, Shahana Goswami, Chandan Bisht","honeymoon, love, marriage, nri, f rated, goa india, tango, radio show, radio show host, para sailing, newlywed couple, multiple storylines, homosexual, ensemble cast, drunkenness, dance, closeted homosexual, biker, tour bus, husband wife relationship"
Namak Halaal,7.2,"Action, Comedy, Drama","Waheeda Rehman, Shashi Kapoor, Amitabh Bachchan, Smita Patil, Parveen Babi, Om Prakash, Ranjeet Bedi, Satyendra Kapoor, Ram Sethi, Kamal Kapoor, Chandrashekhar Vaidya, Ashalata Wabgaonkar, Dev Kumar, Harish Magon, Nandita Thakur, Viju Khote, Suresh Oberoi, Bob Christo","record player, faked death, song, inheritance, camera, private detective, lifting someone into the air, falling into water, shoe, housekeeping, hotel owner, framed photograph, skiing, assassin, fistfight, hotel manager, snow, letter, suspicion, shot in the back, frame up, homecoming, widow, sarcasm, fighting in snow, switchboard, thief, dog, birthday, birthday cake, attempted poisoning, death of dog, foster mother foster son relationship, weeping, disguise, beating, dancer, drunkenness, hotel room, fake identity, bouquet, bound and gagged, eavesdropping, cactus, flowers, femme fatale, heavy rain, umbrella, bus stop, blind man, car crashing into a tree, sexual harassment, stage curtain, hotel guest, suicide, masked man, trapdoor, underwater scene, underwater fight, empty gun, tape recorder, hostage, mother slaps her son, father in law daughter in law relationship, apology, bulletproof vest, held at gunpoint, tied to a chair, will, showdown, truck, handcuffs, shot in the hand, punched in the nose, road, walking stick, stocking mask, stabbed in the stomach, thrown through a glass door, gun loaded with blanks, gun shot out of hand, hotel, servant, dying woman, dying man, mother son reunion, promise, false accusation, misunderstanding, arson, death of husband, prologue, shot to death, fire, murder, funny english, sword, tooth, bald man, sneeze, waking up, cot, physical comedy, fish out of water, business meeting, fly the insect, face slap, attempted murder, deception, photographer, blackmail, simpleton, party, rain, dream, grandfather grandson relationship, employer employee relationship, master servant relationship, loyalty, two word title, actor shares first name with character"
Halla Bol,6.0,"Crime, Drama","Ajay Devgn, Vidya Balan, Pankaj Kapur, Darshan Jariwala, Abhay Bhargava, Shiva Natrajan, Anjan Srivastav, Sulabha Arya, Iqbal Dosani, Deepak Pandit, Sitaram Panchal, Sanjay Mishra, Anupam Shyam, Viju Khote, Sana Khan, Rushita Singh, Amay Kadakia, Sanatan Modi","starlet, mentor protege relationship, interfaith marriage, intimidation, street theatre, guilt, urination, muslim, marital estrangement, actor, party, murder, minister, mentor, montage, witness, price of fame, politician, police protection, film shoot, film actor, egotism, moral dilemma, moral corruption, conscience, casting couch, award ceremony, title spoken by character, sexual favor, bandit, sex scene, father son relationship, beating, truck, anger, abduction, sword, police, secretary, satire, rivalry, political corruption, movie theater, marriage, marriage proposal, infidelity, husband wife relationship, flashback, film producer, film director, film business, drugs, aspiring actress, aspiring actor, social commentary, mosque, morality, crowd, corrupt politician"
MP3: Mera Pehla Pehla Pyaar,7.0,"Comedy, Drama, Musical","Menekka Arora, Sarthak Bhasin, Sagar Chawla, Hazel Croney, Dinesh Garg, Gaurav Gera, Neelu Kohli, Sameer Kohli, Ruslaan Mumtaz, Manoj Pahwa, Rinku Patel, Ashiesh Roy, Kanwaljeet Singh, Mandira Singh, Vikas Vasu",sorry
English Babu Desi Mem,4.6,"Comedy, Drama, Musical","Shah Rukh Khan, Sonali Bendre, Rajeshwari, Saeed Jaffrey, Kiran Kumar, Baba Brahmbhatt, Ishita Haria, James Bond Singh, Gulshan Bawra, Mrs. Sardar Jaffrey, Sudhir Dalvi, Vijay Kashyap, Vivek Vaswani, Richard Lane Smith, Gurbachan Singh, Shashi Kiran, Suresh Bhagwat, Ajay Wadhavkar","love, eight year old, dancer, uncle nephew relationship, guardian, false identity, mother figure, fire, presumed dead, faked death, pilot, triple role, aunt nephew relationship, death, rescue, pregnancy, nri, marriage"
Great Grand Masti,3.6,"Comedy, Drama, Fantasy","Urvashi Rautela, Riteish Deshmukh, Vivek Oberoi, Aftab Shivdasani, Puja Banerjee, Mishti, Shraddha Das, Usha Nadkarni, Kangna Sharma, Ketan Karande, Sanjay Mishra, Bhadra Parekh, Vijay Gupta, Farzil Pardiwalla, Pramod Bhangare, Vidyadhar Karmakar, Ragini Vaidya, Chiranjeet Chabria","indian sex comedy, cleavage, third part, sequel, ghost, virgin"
